sentence_id,clause_index,clause_text,clause_type,function,claim_type,claim_strength,evidence_support,risk_words,issue,recommended_action
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,6,":  0/64 LOC, 0/64 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,7,;  sample RO,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,8,":  2/9 LOC, 3/9 BEL & data-RO nets",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,9,;  sample-RO nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,10,;  sampled-data nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,11,:  3/64 & Strongest locality evidence,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,12,";  same RTL, sample-RO cell perturbation, routed-network residual remains \\ Directive W4, compact diagnostic, Explore directives",appositive_or_coordinate_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,13,:  {} to {} & data-RO,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,14,":  0/16 LOC, 0/16 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,15,;  sampled registers,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,16,":  0/64 LOC, 0/64 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,17,;  sample RO,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,18,":  2/9 LOC, 3/9 BEL & data-RO nets",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,19,;  sample-RO nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,20,;  sampled-data nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,21,:  9/64 & Route-variance control,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,22,";  forward behavior persists under Explore directives \\ Forward W5, compact diagnostic",appositive_or_coordinate_clause,BOUNDARY,limitation,low,None,,hidden_boundary;colon_sentence_split_check,ADD_BOUNDARY;SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,23,:  {} to {} & data-RO,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,24,":  0/16 LOC, 0/16 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,25,;  sampled registers,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,26,":  0/64 LOC, 0/64 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,27,;  sample RO,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,28,":  2/9 LOC, 3/9 BEL & data-RO nets",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,29,;  sample-RO nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,30,;  sampled-data nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,31,:  10/64 & Repeat implementation check for the forward locality pattern \\ Second-board held-out W10 sampler island,colon_clause,BG,method,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,32,:  original sampler island to X36Y35 & data-RO,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,33,":  0/16 LOC, 0/16 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,34,;  sampled registers,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,35,":  0/64 LOC, 0/64 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,36,;  sample RO,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,37,":  9/9 LOC, 9/9 BEL & data-RO nets",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,38,;  sample-RO nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,39,;  sampled-data nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,40,:  14/64 & Held-out sampler physical-context check,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,41,";  same data-RO and sampled-register placement, route residual remains \\ Reverse W4, baseline restart",appositive_or_coordinate_clause,SETUP,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,42,:  {} to {} & data-RO,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,43,":  16/16 LOC, 12/16 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,44,;  sampled registers,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,45,":  64/64 LOC, 63/64 BEL",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,46,;  sample RO,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,47,":  2/9 LOC, 3/9 BEL & data-RO nets",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,48,;  sample-RO nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,49,;  sampled-data nets,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,50,:  64/64 & Behavior-level repair evidence,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,51,";  broader physical perturbation, not locality proof \\ {tabular} {table*}",appositive_or_coordinate_clause,RESULT,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P13.S1,1,Figure fig,main_clause,RESULT,descriptive,none,Figure,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P13.S1,2,: samplerlock shows the locked sample-RO assignments used for the physical perturbation.,colon_clause,RESULT,measurement,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P13.S2,1,The archived XDC and passband notes list three changed sample-RO LUT assignments,main_clause,BG,causal/generalization,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P13.S2,2,":  {RO\_SAMPLE\_NAND}, {RO\_SAMPLE\_LOOP[1]}, and {RO\_SAMPLE\_LOOP[7]}.",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P13.S3,1,"The build manifests record the target top module, part, placement XDC, warmup parameter, and Vivado 2023.2 flow",main_clause,SETUP,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P13.S3,2,";  routed-status, timing, utilization, and power reports are the source for Table tab",appositive_or_coordinate_clause,RESULT,descriptive,low,Table,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P13.S3,3,: implsummary.,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P13.S5,1,Those summaries show route-level delay residuals in RO-related nets,main_clause,RESULT,measurement,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P13.S5,2,while  the sampled-data input-delay summary is nearly unchanged.,subordinate_clause,BG,descriptive,none,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P13.S6,1,This reinforces the interpretation above,main_clause,BG,descriptive,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P13.S6,2,":  sampled-register endpoints are nearly unchanged in placement and summarized input delay, but route changes remain in the entropy-source-local network.",colon_clause,GAP,causal/generalization,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P14.S1,1,"The older broad routed-cell diff between the formal auto and compact warmup-4 builds reports no LOC changes for named entropy-source data-RO cells (0/48) or sampled-data registers (0/64), and sample-RO changes of 2/27 LOC and 3/27 BEL entries, but it also reports many FIFO, control, and UART cell movements.",main_clause,BG,causal/generalization,low,None,many,risk_word,REPLACE_RISK_VERB
SAMPLER_SIDE_COUNTERFACTUALS.P14.S3,1,FIFO and UART logic do not feed a data value back into {sampled\_data} or {rand\_bit},main_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P14.S3,2,";  {tx\_ready} controls readout progress, not the construction of the entropy bit.",appositive_or_coordinate_clause,BG,method,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P14.S4,1,"However, FIFO status and the top-level FSM define drain, warmup, and send timing, so readout/control movement is still a measurement-chain confounder to document.",main_clause,SETUP,measurement,low,Experiment setup,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P14.S5,1,It is not evidence,main_clause,BG,descriptive,none,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P14.S5,2,that  the entire bitstream should be included inside the entropy-source boundary.,relative_clause,BG,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,1,"{figure}[t] { }{!}{ {tikzpicture}[ font= , cell/.style={draw, rounded corners=1pt, minimum width=31mm, minimum height=7mm, align=center}, arr/.style={-{Stealth[length=2mm]}, thick} ] (f1) { {}\",main_clause,RESULT,descriptive,low,None,,none,KEEP
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,2,:  X47Y33/A6},colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,3,;  (f2) {loop[1],appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,4,:  X46Y32/B6},colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,5,;  (f3) {loop[7],appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,6,:  X49Y45/B6},colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,7,;  (c1) { {}\,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,8,:  X46Y34/B6},colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,9,;  (c2) {loop[1],appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,10,:  X47Y33/A6},colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,11,;  (c3) {loop[7],appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,12,:  X49Y45/A6},colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,13,";  ($(f1.east)+(0,0)$) -- (c1.west)",parenthetical_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,14,";  ($(f2.east)+(0,0)$) -- (c2.west)",parenthetical_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,15,";  ($(f3.east)+(0,0)$) -- (c3.west)",parenthetical_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,16,;  {schematic LOC/BEL comparison,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,17,;  not drawn to FPGA scale},appositive_or_coordinate_clause,SETUP,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,18,;  {tikzpicture}} {Sample-RO lock schematic for the counterfactual.,appositive_or_coordinate_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S2,1,Only the listed sample-RO LUT assignments are the intended constraint perturbation in this comparison,main_clause,BG,descriptive,low,None,,multi_claim_sentence,SPLIT_SENTENCE
SAMPLER_SIDE_COUNTERFACTUALS.P15.S2,2,;  implemented local routing and neighborhood effects may still vary.} fig,appositive_or_coordinate_clause,SETUP,method,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
SAMPLER_SIDE_COUNTERFACTUALS.P15.S2,3,: samplerlock {figure},colon_clause,RESULT,descriptive,none,None,,multi_claim_sentence;colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S1,1,The {} evidence is not used to prove the root cause of the sampler-side counterfactual.,main_clause,BG,causal/generalization,very_high,None,prove,implication_without_evidence;risk_word,ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S2,1,It has a narrower role,main_clause,BG,descriptive,none,None,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S2,2,:  rejecting an overly simple mechanism explanation in,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S2,3,which  the observed restart behavior is attributed only to persistent pairwise hard locking between oscillator pairs.,relative_clause,RESULT,measurement,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S3,1,"Under the selected pair captures, the {} measurements do not support",main_clause,BOUNDARY,measurement,medium,Experiment setup,,multi_claim_sentence;hidden_boundary,SPLIT_SENTENCE;ADD_BOUNDARY
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S3,2,that  explanation as the dominant mechanism.,relative_clause,BG,descriptive,none,None,,multi_claim_sentence,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S1,1,An additional exact counterfactual {} check places the {} sample-RO lane at the same {} and {} LOC/BEL assignments used in Table tab,main_clause,RESULT,descriptive,low,Table,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S1,2,: samplero,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S1,3,while  holding the measured data-RO lane at data\_ro0.,subordinate_clause,RESULT,measurement,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S2,1,"With warmup-4 reset-aligned captures of 32768 packets per variant, the {} and {} runs report phase correlations of 0.004300 and 0.011762, respectively",main_clause,SETUP,descriptive,low,Experiment setup,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S2,2,";  a 16-window lag scan over $-8$ to $+8$ packets gives zero strong-lock windows for both, with maximum best-lag magnitudes about 0.059012 and 0.057888.",appositive_or_coordinate_clause,BG,descriptive,low,None,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S4,1,A second-board exact {} repeat gives the same negative-mechanism reading for direct phase correlation,main_clause,BG,descriptive,low,None,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S4,2,":  for data\_ro0, {} and {} phase correlations are 0.004264 and 0.008195",colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S4,3,";  for data\_ro3, they are 0.000058 and $-0.001232$, with zero packet sequence gaps in all four 32768-packet captures.",appositive_or_coordinate_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3.S2,1,The exact counterfactual rows use the same {} and {} sample-RO LOC/BEL assignments as the sampler-side counterfactual in Table tab,main_clause,RESULT,descriptive,low,Table,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3.S2,2,": samplero, with data\_ro0 held fixed.} tab",colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3.S2,3,": tdcpair { }{!}{ {tabular}{L{0.24 }L{0.14 }rL{0.12 }rrL{0.20 }} Scope & Placement / lock & Packets per capture & Windows & Phase $|r|$ & Max best-lag $|r|$ & Strong-lock windows \\ Legacy RO-pair scan & {}, {}",colon_clause,SETUP,limitation,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3.S2,4,";  12 captures over 6 RO pairs & about 262,000 & $12 16$ & 0.026519 max & 0.031783 max & 0/192 \\ Exact sample-RO/data\_ro0 check & {} sample-RO lock & 32768 & 16 & 0.004300 & 0.059012 & 0/16 \\ Exact sample-RO/data\_ro0 check & {} sample-RO lock & 32768 & 16 & 0.011762 & 0.057888 & 0/16 \\ {tabular} } {table*}",appositive_or_coordinate_clause,RESULT,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S1,1,The threshold is intentionally high and coarse,main_clause,BG,descriptive,none,None,high,risk_word,REPLACE_RISK_VERB
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S1,2,":  it is a conservative flag for a strong persistent relation, not a calibrated physical locking boundary.",colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S2,1,Because the maximum observed best-lag magnitude in Table tab,main_clause,RESULT,measurement,low,Table,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S2,2,": tdcpair is only 0.059012, the zero-window result is unchanged for any strong-lock threshold well above",colon_clause,RESULT,measurement,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S2,3,"that  observed maximum, including lower coarse thresholds such as 0.2 or 0.3.",relative_clause,RESULT,comparative,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S4,1,It does not prove,main_clause,BG,causal/generalization,very_high,None,prove,multi_claim_sentence;implication_without_evidence;risk_word,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S4,2,"that  oscillator coupling is absent, nor",relative_clause,BG,descriptive,none,None,,multi_claim_sentence,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S4,3,that  locking cannot occur under other placements or operating regimes.,relative_clause,BOUNDARY,limitation,low,None,,multi_claim_sentence;hidden_boundary,SPLIT_SENTENCE;ADD_BOUNDARY
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S6,1,that  the selected {} measurements do not support a simple persistent pairwise hard-locking-only explanation for the observed restart diagnostic flags.,main_clause,RESULT,measurement,medium,Experiment setup,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S1,1,The {} calibration evidence limits what can be claimed.,main_clause,BG,limitation,medium,None,,implication_without_evidence,ADD_EVIDENCE_ANCHOR
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S3,1,Table tab,main_clause,RESULT,descriptive,none,Table,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S3,2,: tdccal summarizes the 8 MiB calibration streams.,colon_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S4,1,"Both runs have zero sequence gaps, yet the used/dead-bin counts and large DNL/INL values show",main_clause,RESULT,measurement,medium,None,large,multi_claim_sentence;implication_without_evidence;risk_word,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S4,2,that  raw bins should not be treated as linear picosecond-level timing.,relative_clause,BG,descriptive,low,None,,multi_claim_sentence,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6.S1,1,{table}[!t] {8 MiB {} code-density calibration boundary.} tab,main_clause,RESULT,descriptive,none,None,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6.S1,2,: tdccal { }{!}{ {tabular}{llrrrrrr} Run & Lane & Packets & Seq. gaps & Temp.,colon_clause,BG,descriptive,low,None,,colon_sentence_split_check,SPLIT_SENTENCE
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P6.S3,1,"INL \\ a7/b11 cal. & A & 1,048,575 & 0 & 46.9 & 64/1 & 3.00171 & 23.2575 \\ a7/b11 cal. & B & 1,048,575 & 0 & 46.9 & 64/1 & 2.46040 & 26.1048 \\ a11/b7 cal. & A & 1,048,575 & 0 & 47.2 & 63/2 & 2.39701 & 26.4094 \\ a11/b7 cal. & B & 1,048,575 & 0 & 47.2 & 64/1 & 3.11855 & 22.5204 \\ {tabular}} {table}",main_clause,RESULT,descriptive,low,None,,none,KEEP
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P7.S1,1,The lane-swap behavior further indicates,main_clause,BG,measurement,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
TDC_ASSISTED_MECHANISM_DIAGNOSIS.P7.S1,2,that  the observed nonlinearity is tied to the driven lane or RO implementation rather than a parser artifact.,relative_clause,RESULT,method,low,None,,multi_claim_sentence,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P1.S1,1,"The reduced-XOR experiment provides a second mechanism layer, motivated by prior caution",main_clause,SETUP,comparative,low,Experiment setup,,multi_claim_sentence,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P1.S1,2,that  XOR combining can reshape the observable behavior of RO-based random-number generators [Sato_2021].,relative_clause,BG,measurement,medium,None,,multi_claim_sentence;implication_without_evidence,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P1.S2,1,Figure fig,main_clause,RESULT,descriptive,none,Figure,,multi_claim_sentence,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P1.S2,2,: reducedxorconstruct shows the construction.,colon_clause,RESULT,comparative,medium,None,,multi_claim_sentence;implication_without_evidence;colon_sentence_split_check,SPLIT_SENTENCE;ADD_EVIDENCE_ANCHOR
REDUCED_XOR_COUNTERFACTUALS.P1.S3,1,"Let $s_{r,k}$ denote the sampled bit for data RO $r \{0, ,7\}$ at sampler phase $k \{0, ,7\}$.",main_clause,BG,descriptive,low,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P1.S4,1,"The final output, a same-data-RO direction, the complement",main_clause,BG,descriptive,none,None,,none,KEEP
REDUCED_XOR_COUNTERFACTUALS.P1.S4,2,that  removes,relative_clause,BG,descriptive,none,None,,colon_sentence_split_check,SPLIT_SENTENCE
REDUCED_XOR_COUNTERFACTUALS.P1.S4,3,"that  direction, and a sampler-phase line direction are {align} y_{ {all64}} &= _{r=0}^{7} _{k=0}^{7} s_{r,k},\\ y_{ {ro}i} &= _{k=0}^{7} s_{i,k},\\ y_{ {except}\ i} &= y_{ {all64}} y_{ {ro}i},\\ y_{ {line}\ k} &= _{r=0}^{7} s_{r,k}. {align} Table tab",relative_clause,RESULT,descriptive,low,Table,,colon_sentence_split_check,SPLIT_SENTENCE
