section_id,subsection_id,paragraph_id,sentence_id,sentence_text,sentence_position,dominant_function,secondary_function,previous_sentence_relation,next_sentence_relation,claim_type,claim_strength,evidence_anchor,citation_anchor,figure_table_anchor,technical_terms,hedging_words,risk_words,punctuation_pattern,sentence_skeleton,expected_topvenue_role,mismatch_type,revision_operation
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P11,SAMPLER_SIDE_COUNTERFACTUALS.P11.S4,"The route audit still reports changed data-RO, sample-RO, and sampled-data net routes, so the evidence is not a sample-RO-only proof.",4,BG,,elaborates,,causal/generalization,low,None,None,None,RO,,,hyphen_count=5; comma_count=3,"X route audit still reports changed data-X, sample-X, and sampled-data net routes, so the evidence is not a sample-X proof.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P11,SAMPLER_SIDE_COUNTERFACTUALS.P11.S5,"Instead, it supports the bounded claim that the measured boundary includes a sampler-centered physical perturbation with entropy-source-local routed-network residuals.",5,RESULT,,jumps,,measurement,medium,None,None,None,entropy;sampler,,,hyphen_count=4; comma_count=1,"X, it supports the bounded claim that the measured boundary includes a sampler-centered physical perturbation with entropy-source-local routed-network residuals",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;unsupported_claim,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P11,SAMPLER_SIDE_COUNTERFACTUALS.P11.S6,"For the held-out reduced-XOR bitstreams, a separate audit covers all 17 held-out bitstreams and all 34 original-plus-held-out implementation report sets; the extracted implementation reports show zero routing-error nets for the audited held-out bitstreams.",6,SETUP,,jumps,,comparative,medium,None,None,None,,,,hyphen_count=8; semicolon_count=1; comma_count=1,"X the held-out reduced-X bitstreams, a separate audit covers all 17 held-out bitstreams and all 34 original-plus-held-out implementation report sets; the extrac",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;unsupported_claim;punctuation_issue;role_mismatch,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P12,SAMPLER_SIDE_COUNTERFACTUALS.P12.S1,{table*}[t] {Routed locality audit for sampler-side counterfactuals.,1,RESULT,,none,,descriptive,none,None,None,None,sampler,,,hyphen_count=1,{table*}[t] {X locality audit for sampler-side counterfactuals.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P12,SAMPLER_SIDE_COUNTERFACTUALS.P12.S2,Cell entries report LOC/BEL changes among common named cells.,2,BG,,jumps,,causal/generalization,low,None,None,None,BEL;LOC,,,slash_count=1,X entries report X/X changes among common named cells.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P12,SAMPLER_SIDE_COUNTERFACTUALS.P12.S3,"Route entries report common nets whose routed path changed.} tab:routedaudit {tabular}{@{}L{0.23 }L{0.28 }L{0.23 }L{0.16 }@{}} Comparison & Cell-placement changes & Routed-net changes & Manuscript role \\ Forward W4, compact diagnostic: {} to {} & data-RO: 0/16 LOC, 0/16 BEL; sampled registers: 0/64 LOC, 0/64 BEL; sample RO: 2/9 LOC, 3/9 BEL & data-RO nets: 34/64; sample-RO nets: 18/36; sampled-data nets: 3/64 & Strongest locality evidence; same RTL, sample-RO cell perturbation, routed-network residual remains \\ Directive W4, compact diagnostic, Explore directives: {} to {} & data-RO: 0/16 LOC, 0/16 BEL; sampled registers: 0/64 LOC, 0/64 BEL; sample RO: 2/9 LOC, 3/9 BEL & data-RO nets: 34/64; sample-RO nets: 18/36; sampled-data nets: 9/64 & Route-variance control; forward behavior persists under Explore directives \\ Forward W5, compact diagnostic: {} to {} & data-RO: 0/16 LOC, 0/16 BEL; sampled registers: 0/64 LOC, 0/64 BEL; sample RO: 2/9 LOC, 3/9 BEL & data-RO nets: 32/64; sample-RO nets: 18/36; sampled-data nets: 10/64 & Repeat implementation check for the forward locality pattern \\ Second-board held-out W10 sampler island: original sampler island to X36Y35 & data-RO: 0/16 LOC, 0/16 BEL; sampled registers: 0/64 LOC, 0/64 BEL; sample RO: 9/9 LOC, 9/9 BEL & data-RO nets: 25/64; sample-RO nets: 27/36; sampled-data nets: 14/64 & Held-out sampler physical-context check; same data-RO and sampled-register placement, route residual remains \\ Reverse W4, baseline restart: {} to {} & data-RO: 16/16 LOC, 12/16 BEL; sampled registers: 64/64 LOC, 63/64 BEL; sample RO: 2/9 LOC, 3/9 BEL & data-RO nets: 64/64; sample-RO nets: 36/36; sampled-data nets: 64/64 & Behavior-level repair evidence; broader physical perturbation, not locality proof \\ {tabular} {table*}",3,SETUP,,evidences,,causal/generalization,low,None,None,None,BEL;LOC;RO;RTL;restart;sampler,under,,hyphen_count=32; semicolon_count=24; colon_count=36; slash_count=45; comma_count=24,X entries report common nets whose routed path changed.} tab:routedaudit {tabular}{@{}X{0.23 }X{0.28 }X{0.23 }X{0.16 }@{}} X & X changes & X changes & X role \\,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P13,SAMPLER_SIDE_COUNTERFACTUALS.P13.S1,Figure fig:samplerlock shows the locked sample-RO assignments used for the physical perturbation.,1,RESULT,,none,,measurement,medium,Figure,None,Figure fig:samplerlock,RO,,,hyphen_count=1; colon_count=1,X fig:samplerlock shows the locked sample-X assignments used for the physical perturbation.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,none,KEEP
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P13,SAMPLER_SIDE_COUNTERFACTUALS.P13.S2,"The archived XDC and passband notes list three changed sample-RO LUT assignments: {RO\_SAMPLE\_NAND}, {RO\_SAMPLE\_LOOP[1]}, and {RO\_SAMPLE\_LOOP[7]}.",2,BG,,elaborates,,causal/generalization,low,None,None,None,RO,,,hyphen_count=1; colon_count=1; comma_count=2,"X archived X and passband notes list three changed sample-X X assignments: {X\_SAMPLE\_NAND}, {X\_SAMPLE\_LOOP[1]}, and {X\_SAMPLE\_LOOP[7]}.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P13,SAMPLER_SIDE_COUNTERFACTUALS.P13.S3,"The build manifests record the target top module, part, placement XDC, warmup parameter, and Vivado 2023.2 flow; routed-status, timing, utilization, and power reports are the source for Table tab:implsummary.",3,SETUP,,evidences,,descriptive,low,Table,None,Table tab:implsummary.,,,,hyphen_count=1; semicolon_count=1; colon_count=1; comma_count=7,"X build manifests record the target top module, part, placement X, warmup parameter, and X 2023.2 flow; routed-status, timing, utilization, and power reports ar",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P13,SAMPLER_SIDE_COUNTERFACTUALS.P13.S4,"The routed audit also extracted related nets, PIPs, and Vivado net-delay summaries.",4,BG,,elaborates,,descriptive,low,None,None,None,,,,hyphen_count=1; comma_count=2,"X routed audit also extracted related nets, X, and X net-delay summaries.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P13,SAMPLER_SIDE_COUNTERFACTUALS.P13.S5,Those summaries show route-level delay residuals in RO-related nets while the sampled-data input-delay summary is nearly unchanged.,5,RESULT,,elaborates,,measurement,medium,None,None,None,RO,,,hyphen_count=4,X summaries show route-level delay residuals in X nets while the sampled-data input-delay summary is nearly unchanged.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim,ADD_EVIDENCE_ANCHOR
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P13,SAMPLER_SIDE_COUNTERFACTUALS.P13.S6,"This reinforces the interpretation above: sampled-register endpoints are nearly unchanged in placement and summarized input delay, but route changes remain in the entropy-source-local network.",6,GAP,,elaborates,,causal/generalization,low,None,None,None,entropy,,,hyphen_count=3; colon_count=1; comma_count=1,"X reinforces the interpretation above: sampled-register endpoints are nearly unchanged in placement and summarized input delay, but route changes remain in the ",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,role_mismatch,REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P14,SAMPLER_SIDE_COUNTERFACTUALS.P14.S1,"The older broad routed-cell diff between the formal auto and compact warmup-4 builds reports no LOC changes for named entropy-source data-RO cells (0/48) or sampled-data registers (0/64), and sample-RO changes of 2/27 LOC and 3/27 BEL entries, but it also reports many FIFO, control, and UART cell movements.",1,BG,,none,,causal/generalization,low,None,None,None,BEL;LOC;RO;entropy,,many,hyphen_count=6; parentheses_count=4; slash_count=4; comma_count=4,X older broad routed-cell diff between the formal auto and compact warmup-4 builds reports no X changes for named entropy-source data-X cells (0/48) or sampled-,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,risk_word;punctuation_issue;role_mismatch,REPLACE_RISK_VERB;SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P14,SAMPLER_SIDE_COUNTERFACTUALS.P14.S2,The RTL dataflow helps interpret this result.,2,RESULT,,jumps,,measurement,none,None,None,None,RTL,,,,X X dataflow helps interpret this result.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump,ADD_BRIDGE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P14,SAMPLER_SIDE_COUNTERFACTUALS.P14.S3,"FIFO and UART logic do not feed a data value back into {sampled\_data} or {rand\_bit}; {tx\_ready} controls readout progress, not the construction of the entropy bit.",3,BG,,jumps,,method,low,None,None,None,entropy,,,semicolon_count=1; comma_count=1,"X and X logic do not feed a data value back into {sampled\_data} or {rand\_bit}; {tx\_ready} controls readout progress, not the construction of the entropy bit.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;punctuation_issue;role_mismatch,ADD_BRIDGE;SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P14,SAMPLER_SIDE_COUNTERFACTUALS.P14.S4,"However, FIFO status and the top-level FSM define drain, warmup, and send timing, so readout/control movement is still a measurement-chain confounder to document.",4,SETUP,,contrasts,,measurement,low,Experiment setup,None,None,,,,hyphen_count=2; slash_count=1; comma_count=4,"X, however/whereas Y.",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P14,SAMPLER_SIDE_COUNTERFACTUALS.P14.S5,It is not evidence that the entire bitstream should be included inside the entropy-source boundary.,5,BG,,jumps,,descriptive,low,None,None,None,entropy,,,hyphen_count=1,X is not evidence that the entire bitstream should be included inside the entropy-source boundary.,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,sentence_jump;role_mismatch,ADD_BRIDGE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P15,SAMPLER_SIDE_COUNTERFACTUALS.P15.S1,"{figure}[t] { }{!}{ {tikzpicture}[ font= , cell/.style={draw, rounded corners=1pt, minimum width=31mm, minimum height=7mm, align=center}, arr/.style={-{Stealth[length=2mm]}, thick} ] (f1) { {}\ : X47Y33/A6}; (f2) {loop[1]: X46Y32/B6}; (f3) {loop[7]: X49Y45/B6}; (c1) { {}\ : X46Y34/B6}; (c2) {loop[1]: X47Y33/A6}; (c3) {loop[7]: X49Y45/A6}; ($(f1.east)+(0,0)$) -- (c1.west); ($(f2.east)+(0,0)$) -- (c2.west); ($(f3.east)+(0,0)$) -- (c3.west); {schematic LOC/BEL comparison; not drawn to FPGA scale}; {tikzpicture}} {Sample-RO lock schematic for the counterfactual.",1,SETUP,,none,,descriptive,low,None,None,None,BEL;FPGA;LOC;RO,,,hyphen_count=5; semicolon_count=11; colon_count=6; parentheses_count=36; slash_count=9; comma_count=10,"{figure}[t] { }{!}{ {tikzpicture}[ font= , cell/.style={draw, rounded corners=1pt, minimum width=31mm, minimum height=7mm, align=center}, arr/.style={-{X[length",QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,punctuation_issue;role_mismatch,SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
Sampler-Side Counterfactuals,,SAMPLER_SIDE_COUNTERFACTUALS.P15,SAMPLER_SIDE_COUNTERFACTUALS.P15.S2,Only the listed sample-RO LUT assignments are the intended constraint perturbation in this comparison; implemented local routing and neighborhood effects may still vary.} fig:samplerlock {figure},2,SETUP,,evidences,,method,medium,None,None,None,RO,may,,hyphen_count=1; semicolon_count=1; colon_count=1,X the listed sample-X X assignments are the intended constraint perturbation in this comparison; implemented local routing and neighborhood effects may still va,QUESTION/FIGURE_TABLE/OBSERVATION/QUANTIFICATION/INTERPRETATION/BOUNDARY,unsupported_claim;punctuation_issue;role_mismatch,ADD_EVIDENCE_ANCHOR;SPLIT_SENTENCE;REFUNCTION_SENTENCE;REORDER_SENTENCE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S1,The {} evidence is not used to prove the root cause of the sampler-side counterfactual.,1,BG,,none,,causal/generalization,very_high,None,None,None,sampler,,prove,hyphen_count=1,X {} evidence is not used to prove the root cause of the sampler-side counterfactual.,SECTION_SPECIFIC,unsupported_claim;overstrong_claim;risk_word,ADD_EVIDENCE_ANCHOR;WEAKEN_CLAIM;REPLACE_RISK_VERB
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S2,It has a narrower role: rejecting an overly simple mechanism explanation in which the observed restart behavior is attributed only to persistent pairwise hard locking between oscillator pairs.,2,RESULT,,jumps,,measurement,low,None,None,None,restart,,,colon_count=1,X has a narrower role: rejecting an overly simple mechanism explanation in which the observed restart behavior is attributed only to persistent pairwise hard lo,SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S3,"Under the selected pair captures, the {} measurements do not support that explanation as the dominant mechanism.",3,BOUNDARY,,elaborates,,measurement,medium,Experiment setup,None,None,,under,,comma_count=1,"X the selected pair captures, the {} measurements do not support that explanation as the dominant mechanism.",SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S4,A phase-correlation value here denotes the absolute correlation between packetized {} phase sequences within an analysis window.,4,BOUNDARY,,jumps,,limitation,low,None,None,None,,within,,hyphen_count=1,X phase-correlation value here denotes the absolute correlation between packetized {} phase sequences within an analysis window.,SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE;ADD_BOUNDARY
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S5,A best-lag value is the largest such magnitude found over packet offsets from $-8$ to $+8$.,5,BG,,elaborates,,descriptive,low,None,None,None,,,,hyphen_count=2,X best-lag value is the largest such magnitude found over packet offsets from $-8$ to $+8$.,SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S6,"Across 12 pair captures and 16 windows per capture, the summary reports zero strong-lock windows.",6,BG,,jumps,,descriptive,low,None,None,None,,,,hyphen_count=1; comma_count=1,"X 12 pair captures and 16 windows per capture, the summary reports zero strong-lock windows.",SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P1.S7,The maximum reported small-lag or best-lag absolute correlation is about 0.031783.,7,BG,,jumps,,descriptive,low,None,None,None,,,small,hyphen_count=2,X maximum reported small-lag or best-lag absolute correlation is about 0.031783.,SECTION_SPECIFIC,sentence_jump;risk_word,ADD_BRIDGE;REPLACE_RISK_VERB
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S1,"An additional exact counterfactual {} check places the {} sample-RO lane at the same {} and {} LOC/BEL assignments used in Table tab:samplero, while holding the measured data-RO lane at data\_ro0.",1,RESULT,,none,,measurement,low,Table,None,Table tab:samplero,BEL;LOC;RO,,,hyphen_count=2; colon_count=1; slash_count=1; comma_count=1,"X additional exact counterfactual {} check places the {} sample-X lane at the same {} and {} X/X assignments used in X tab:samplero, while holding the measured ",SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S2,"With warmup-4 reset-aligned captures of 32768 packets per variant, the {} and {} runs report phase correlations of 0.004300 and 0.011762, respectively; a 16-window lag scan over $-8$ to $+8$ packets gives zero strong-lock windows for both, with maximum best-lag magnitudes about 0.059012 and 0.057888.",2,SETUP,,jumps,,descriptive,low,Experiment setup,None,None,,,,hyphen_count=6; semicolon_count=1; comma_count=3,"X warmup-4 reset-aligned captures of 32768 packets per variant, the {} and {} runs report phase correlations of 0.004300 and 0.011762, respectively; a 16-window",SECTION_SPECIFIC,sentence_jump;punctuation_issue,ADD_BRIDGE;SPLIT_SENTENCE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S3,"This result does not explain the counterfactual by itself, but it further constrains a simple pairwise hard-locking explanation for the observed restart bias.",3,RESULT,,jumps,,measurement,low,None,None,None,restart,,,hyphen_count=1; comma_count=1,"X result does not explain the counterfactual by itself, but it further constrains a simple pairwise hard-locking explanation for the observed restart bias.",SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P2.S4,"A second-board exact {} repeat gives the same negative-mechanism reading for direct phase correlation: for data\_ro0, {} and {} phase correlations are 0.004264 and 0.008195; for data\_ro3, they are 0.000058 and $-0.001232$, with zero packet sequence gaps in all four 32768-packet captures.",4,BG,,jumps,,descriptive,low,None,None,None,,,,hyphen_count=4; semicolon_count=1; colon_count=1; comma_count=3,"X second-board exact {} repeat gives the same negative-mechanism reading for direct phase correlation: for data\_ro0, {} and {} phase correlations are 0.004264 ",SECTION_SPECIFIC,sentence_jump;punctuation_issue,ADD_BRIDGE;SPLIT_SENTENCE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3.S1,{table*}[t] { {} diagnostic summary.,1,RESULT,,none,,descriptive,none,None,None,None,,,,,{table*}[t] { {} diagnostic summary.,SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P3.S2,"The exact counterfactual rows use the same {} and {} sample-RO LOC/BEL assignments as the sampler-side counterfactual in Table tab:samplero, with data\_ro0 held fixed.} tab:tdcpair { }{!}{ {tabular}{L{0.24 }L{0.14 }rL{0.12 }rrL{0.20 }} Scope & Placement / lock & Packets per capture & Windows & Phase $|r|$ & Max best-lag $|r|$ & Strong-lock windows \\ Legacy RO-pair scan & {}, {}; 12 captures over 6 RO pairs & about 262,000 & $12 16$ & 0.026519 max & 0.031783 max & 0/192 \\ Exact sample-RO/data\_ro0 check & {} sample-RO lock & 32768 & 16 & 0.004300 & 0.059012 & 0/16 \\ Exact sample-RO/data\_ro0 check & {} sample-RO lock & 32768 & 16 & 0.011762 & 0.057888 & 0/16 \\ {tabular} } {table*}",2,SETUP,,evidences,,limitation,low,Table,None,Table tab:samplero,BEL;LOC;RO;sampler,,,hyphen_count=9; semicolon_count=1; colon_count=2; slash_count=7; comma_count=3,"X exact counterfactual rows use the same {} and {} sample-X X/X assignments as the sampler-side counterfactual in X tab:samplero, with data\_ro0 held fixed.} ta",SECTION_SPECIFIC,punctuation_issue,SPLIT_SENTENCE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S1,"The threshold is intentionally high and coarse: it is a conservative flag for a strong persistent relation, not a calibrated physical locking boundary.",1,BG,,none,,descriptive,low,None,None,None,,,high,colon_count=1; comma_count=1,"X threshold is intentionally high and coarse: it is a conservative flag for a strong persistent relation, not a calibrated physical locking boundary.",SECTION_SPECIFIC,risk_word,REPLACE_RISK_VERB
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S2,"Because the maximum observed best-lag magnitude in Table tab:tdcpair is only 0.059012, the zero-window result is unchanged for any strong-lock threshold well above that observed maximum, including lower coarse thresholds such as 0.2 or 0.3.",2,RESULT,,evidences,,comparative,low,Table,None,Table tab:tdcpair,,,,hyphen_count=3; colon_count=1; comma_count=2,"X the maximum observed best-lag magnitude in X tab:tdcpair is only 0.059012, the zero-window result is unchanged for any strong-lock threshold well above that o",SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S3,This is still constraint evidence.,3,BG,,jumps,,descriptive,none,None,None,None,,,,,X is still constraint evidence.,SECTION_SPECIFIC,sentence_jump,ADD_BRIDGE
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S4,"It does not prove that oscillator coupling is absent, nor that locking cannot occur under other placements or operating regimes.",4,BOUNDARY,,jumps,,causal/generalization,very_high,None,None,None,,under,prove,comma_count=1,"X does not prove that oscillator coupling is absent, nor that locking cannot occur under other placements or operating regimes.",SECTION_SPECIFIC,sentence_jump;unsupported_claim;overstrong_claim;risk_word,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;WEAKEN_CLAIM;REPLACE_RISK_VERB;ADD_BOUNDARY
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S5,"The absence of strong-lock windows should only be read as the absence of large persistent pairwise correlation under this diagnostic, not as the absence of weak coupling.",5,BOUNDARY,,elaborates,,limitation,low,None,None,None,,under,large,hyphen_count=1; comma_count=1,"X absence of strong-lock windows should only be read as the absence of large persistent pairwise correlation under this diagnostic, not as the absence of weak c",SECTION_SPECIFIC,risk_word,REPLACE_RISK_VERB;ADD_BOUNDARY
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P4.S6,It shows that the selected {} measurements do not support a simple persistent pairwise hard-locking-only explanation for the observed restart diagnostic flags.,6,RESULT,,elaborates,,measurement,medium,Experiment setup,None,None,restart,,,hyphen_count=2,X shows that the selected {} measurements do not support a simple persistent pairwise hard-locking-only explanation for the observed restart diagnostic flags.,SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S1,The {} calibration evidence limits what can be claimed.,1,BG,,none,,limitation,medium,None,None,None,,can,,,X {} calibration evidence limits what can be claimed.,SECTION_SPECIFIC,unsupported_claim,ADD_EVIDENCE_ANCHOR
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S2,"Dedicated code-density calibration streams decoded cleanly, but the bins are nonlinear and include dead codes.",2,BG,,elaborates,,descriptive,low,None,None,None,,,,hyphen_count=1; comma_count=1,"X code-density calibration streams decoded cleanly, but the bins are nonlinear and include dead codes.",SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S3,Table tab:tdccal summarizes the 8 MiB calibration streams.,3,RESULT,,evidences,,descriptive,none,Table,None,Table tab:tdccal,,,,colon_count=1,X tab:tdccal summarizes the 8 X calibration streams.,SECTION_SPECIFIC,none,KEEP
TDC-Assisted Mechanism Diagnosis,,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5,TDC_ASSISTED_MECHANISM_DIAGNOSIS.P5.S4,"Both runs have zero sequence gaps, yet the used/dead-bin counts and large DNL/INL values show that raw bins should not be treated as linear picosecond-level timing.",4,RESULT,,jumps,,measurement,medium,None,None,None,,,large,hyphen_count=2; slash_count=2; comma_count=1,"X runs have zero sequence gaps, yet the used/dead-bin counts and large X/X values show that raw bins should not be treated as linear picosecond-level timing.",SECTION_SPECIFIC,sentence_jump;unsupported_claim;risk_word,ADD_BRIDGE;ADD_EVIDENCE_ANCHOR;REPLACE_RISK_VERB
