paper_id,title,venue,year,section_type,unit_index,unit_text_short,function_label,function_chain,confidence,evidence_source,imitate_rule,avoid_rule
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Abstract,1,"—Attacks based on side-channel analysis (SCA) pose a severe security threat to modern computing platforms, further exacerbated on IoT devices by their pervasiveness and handling of private and critical data.",BG,BG,medium,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Abstract,2,"Designing SCA-resistant computing platforms requires a significant additional effort in the early stages of the IoT devices’ life cycle, which is severely constrained by strict time-to-market deadlines and tight budgets.",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Abstract,3,This manuscript introduces a hardware-software framework meant for SCA research on FPGA targets.,SETUP,METHOD/SETUP,medium,04_TC\metadata\extracted_text_raw\paper_09.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Abstract,4,"It delivers an IoT-class system-onchip (SoC) that includes a RISC-V CPU, provides observability and controllability through an ad-hoc debug infrastructure to facilitate SCA attacks and evaluate the platform’s security, and streamlines the deployment of SCA ...",SETUP,METHOD/SETUP,medium,04_TC\metadata\extracted_text_raw\paper_09.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Abstract,5,"The open-source release of the framework includes the SoC, the scripts to configure the computing platform, compile a target application, and assess the SCA security, as well as a suite of state-of-the-art attacks and countermeasures.",SETUP,METHOD/SETUP,medium,04_TC\metadata\extracted_text_raw\paper_09.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Abstract,6,"The goal is to foster its adoption and novel developments in the field, empowering designers and researchers to focus on studying SCA countermeasures and attacks while relying on a sound and stable hardware-software platform as the foundation for their ...",SETUP,METHOD/SETUP,medium,04_TC\metadata\extracted_text_raw\paper_09.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,1,HUNDREDS of billions of Internet of Things (IoT) devices are getting more and more able to autonomously make decisions thanks to artificial intelligence.,BG,BG,medium,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,2,"As they get more capable, pervasive, and interconnected through 5G and 6G networks, IoT devices continuously collect, process, and exchange sensitive and critical data, making it paramount to consider security during their design and whole life cycle [1].",BG,BG/CONTEXT,medium,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,3,"Relying on the theoretical security provided by traditional cryptography solutions such as AES, RSA, and SHA-3, and by secure communication protocols such as TLS and SSH is, however, insufficient to guarantee IoT device security.",PROBLEM,PROBLEM,high,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????/??/?????????? challenging? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,???? generic challenge? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,4,Sidechannel analysis (SCA) attacks target information collected from executing a specific implementation of a cryptographic scheme or security protocol rather than flaws in their specification or the theoretical problems at their foundation [2].,RESULT,SETUP/RESULT,high,04_TC\metadata\extracted_text_raw\paper_09.txt,??????? + ?? + baseline/?? + ????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,5,"Such so-called side-channel information includes factors like the time taken for cryptographic computations, power consumption, electromagnetic emissions, and noise generated during execution.",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,6,"While some fault-injection attacks disrupt the target Davide Zoni, Andrea Galimberti, and Davide Galli are with Dipartimento di Elettronica, Informazione e Bioingegneria, Politecnico di Milano, Milan 20133 Italy.",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,7,"E-mail: {davide.zoni, andrea.galimberti, davide.galli}@polimi.it.",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,8,This work was supported by the European Union’s Chips Joint Undertaking (Chips JU) program under grant agreement No.,INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,9,"Accepted for publication on IEEE Transactions on Computers. device’s normal operation, many passive side-channel attacks, such as differential power analysis (DPA), remain undetectable by the system under attack.",PROBLEM,PROBLEM,high,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????/??/?????????? challenging? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,???? generic challenge? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,10,"While SCA attacks increasingly become serious security threats to IoT devices, and in particular to those that operate in public spaces and are accessible by anyone, the computing platforms that power these devices and that handle sensitive and critical data ...",PROBLEM,PROBLEM,high,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????/??/?????????? challenging? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,???? generic challenge? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,11,"Commercially available microcontroller-based system-on-chips (SoCs), which provide computing and connectivity capabilities to IoT devices, often execute cryptographic applications despite not being designed with security as a primary focus, primarily due to ...",PROBLEM,PROBLEM,high,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????/??/?????????? challenging? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,???? generic challenge? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_09,An FPGA-Based Open-Source Hardware-Software Framework for Side-Channel Security Research,TC,2025,Introduction,12,"Meanwhile, strict time-to-market pressures, combined with stringent constraints on energy, power consumption, and area, along with the rapidly evolving application domain, drive a shift towards flexible and general-purpose IoT platforms that may support ...",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_09.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,1,"—The globalization of the semiconductor industry has introduced security challenges to Integrated Circuits (ICs), particularly those related to the threat of Hardware Trojans (HTs) – malicious logic that can be introduced during IC fabrication.",BG,BG,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,2,"While significant efforts are directed towards verifying the correctness and reliability of ICs, their security is often overlooked.",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,3,"In this paper, we propose a comprehensive framework that integrates a suite of methodologies for both front-end and back-end stages of design, aimed at enhancing the security of ICs.",METHOD,TASK/METHOD,high,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,4,"Initially, we outline a systematic methodology to transform existing verification assets into potent security checkers by repurposing verification assertions.",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,5,"To further improve security, we introduce an innovative methodology for integrating online monitors during physical synthesis – a back-end insertion providing an additional layer of defense.",METHOD,TASK/METHOD,high,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,6,"Experimental results demonstrate a significant increase in security, measured by our introduced metric, Security Coverage (SC), with a marginal rise in area and power consumption, typically under 20%.",RESULT,RESULT,high,04_TC\metadata\extracted_text_raw\paper_10.txt,??????? + ?? + baseline/?? + ????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,7,The insertion of online monitors during physical synthesis enhances security metrics by up to 33.5%.,RESULT,RESULT,high,04_TC\metadata\extracted_text_raw\paper_10.txt,??????? + ?? + baseline/?? + ????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Abstract,8,This holistic framework offers a comprehensive defense mechanism across the entire spectrum of IC design.,BOUNDARY,INTERPRET/BOUNDARY,low,04_TC\metadata\extracted_text_raw\paper_10.txt,???? claim?????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?? universal?secure?robust?certified ????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,1,"THE fabrication of an Integrated Circuit (IC) is mostly performed in a fabless fashion, a model in which the fabrication of an IC is performed in other places rather than inside the design house.",BG,BG,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,2,"Globalization has commonly led to the widespread adoption of this model by most companies, primarily driven by the impracticality of establishing proprietary fabrication facilities that require substantial financial investments in the order of billions of ...",BG,BG/CONTEXT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,3,"Notably, even industry leaders such as Apple opt to outsource the fabrication of their chips to external entities [1].",BG,BG/CONTEXT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,?????????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,4,"This strategic approach highlights the economic sensibility of relying on specialized foundries for chip production, especially for advanced node technologies, allowing design houses to channel resources more efficiently towards innovation and design ...",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,5,"Nevertheless, while this fabless model offers numerous advantages, it also comes with a tangible dark side.",PROBLEM,PROBLEM,high,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????/??/?????????? challenging? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,???? generic challenge? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,6,When This work was partially supported by the EU through the European Social Fund in the context of the project “ICT programme”.,INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,7,Eslami was also supported by HARNO (Grant No.,INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,8,"Pagliarini are with the Department of Computer Systems, Tallinn University of Technology (TalTech), 12618, Tallinn, Estonia (e-mail: mohammad.eslami@taltech.ee; tara.ghasempouri@taltech.ee; samuel.pagliarini@taltech.ee) Samuel Pagliarini is also with the ECE ...",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,9,Even small modifications to the chip’s design can compromise its security and pose potential risks to human life or lead to financial losses.,INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,10,"This modification is commonly referred to as Hardware Trojan (HT), which is a malicious alteration, addition, or subtraction to the original design with the intent to compromise its integrity [2], [3].",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,11,"The goal of such manipulations can range from information leakage, functionality change, performance degradation, or the deliberate reduction of the chip’s useful lifespan [4], [5].",PROBLEM,PROBLEM,high,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????/??/?????????? challenging? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,???? generic challenge? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Introduction,12,"An HT is composed of two parts, namely, the trigger and the payload.",INTERPRET,SUPPORT/INTERPRET,low,04_TC\metadata\extracted_text_raw\paper_10.txt,?????????????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??? observation ? conclusion? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,1,This section presents the experimental results of integrating online monitors for five different IPs of OpenTitan.,ORG,ORG,high,04_TC\metadata\extracted_text_raw\paper_10.txt,???????????????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,???? paper organization? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,2,"Two IPs were chosen for security reasons: ALERT HANDLER ESC TIMER has the highest SC, and KEYMGR REG TOP has the lowest SC.",SETUP,SETUP/RESULT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,3,"Other three IPs were chosen based on their sizes: AST REG TOP is the largest design, FLASH CTRL CORE REG TOP has an average size, while the smallest one is NMI GEN REG TOP.",SETUP,SETUP/RESULT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,4,"It should be noted that all these IPs are selected among the ones that already have some assertions, to maintain the concept of repurposing existing assertions.",SETUP,SETUP/RESULT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,5,We do not introduce new assertions or modify existing ones across different IPs.,SETUP,SETUP/RESULT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,6,The calculated SC for all these IPs is previously illustrated in Fig.,RESULT,FIGURE/OBSERVATION,high,04_TC\metadata\extracted_text_raw\paper_10.txt,??????? + ?? + baseline/?? + ????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,7,"We use the Cadence suite for all results herein reported: logical synthesis is performed by Genus, while the physical synthesis is performed by Innovus.",SETUP,SETUP/RESULT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,8,"The formal tool for performing the taint analysis is JasperGold SPV, as mentioned earlier.",SETUP,SETUP/RESULT,medium,04_TC\metadata\extracted_text_raw\paper_10.txt,?????workload?benchmark?FPGA/ASIC/????????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,??????/??????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,9,Our target technology node is a commercial 65nm CMOS one.,RESULT,SETUP/RESULT,high,04_TC\metadata\extracted_text_raw\paper_10.txt,??????? + ?? + baseline/?? + ????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,????????????????? Venue caution: avoid treating systems work as only a circuit block.
04_TC:paper_10,SCARF: Securing Chips With a Robust Framework Against Fabrication-Time Hardware Trojans,TC,2024,Results,10,"Impact of Adding Online Monitors on SC To assess the impact of integrating online monitors on the security properties of each design, we employ the evaluation TABLE I THE IMPACT OF ADDING ONLINE MONITORS ON THE SECURITY OF SELECTED IPS IP Name Instances SC ...",RESULT,SETUP/RESULT,high,04_TC\metadata\extracted_text_raw\paper_10.txt,??????? + ?? + baseline/?? + ????? Venue cue: system/architecture contribution linked to benchmark or platform evidence.,????????????????? Venue caution: avoid treating systems work as only a circuit block.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,1,—Memristors have recently demonstrated great promise in constructing memristive neural networks with complex dynamics.,BG,BG,medium,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",?????????????????????? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,2,This paper proposes a memristive Hopfield neural network with three memristive coupling synaptic weights.,METHOD,TASK/METHOD,high,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",?????????????? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,3,"The complex dynamical behaviors of the triple-memristor Hopfield neural network (TM-HNN), which have never been observed in previous Hopfield-type neural networks, include space multistructure chaotic attractors and space initial-offset coexisting behaviors.",INTERPRET,SUPPORT/INTERPRET,low,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",??? observation ? conclusion? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,4,"Bifurcation diagrams, Lyapunov exponents, phase portraits, Poincaré maps, and basins of attraction are used to reveal and examine the specific dynamics.",INTERPRET,SUPPORT/INTERPRET,low,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",??? observation ? conclusion? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,5,"Theoretical analysis and numerical simulation show that the number of space multi-structure attractors can be adjusted by changing the control parameters of the memristors, and the position of space coexisting attractors can be changed by switching the ...",SETUP,METHOD/SETUP,medium,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????workload?benchmark?FPGA/ASIC/????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",??????/??????????? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,6,"Extreme multistability emerges as a result of the TM-HNN’s unique dynamical behaviors, making it more suitable for applications based on chaos.",INTERPRET,SUPPORT/INTERPRET,low,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",??? observation ? conclusion? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,7,"Moreover, a digital hardware platform is developed and the space multistructure attractors as well as the space coexisting attractors are experimentally demonstrated.",SETUP,METHOD/SETUP,medium,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????workload?benchmark?FPGA/ASIC/????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",??????/??????????? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Abstract,8,"Finally, we design a pseudorandom number generator to explore the potential application of the proposed TM-HNN.",METHOD,TASK/METHOD,high,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",?????????????? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Introduction,1,"BIOLOGICAL brain is a highly complex nonlinear system with chaotic dynamical behaviors [1, 2].",BG,BG,medium,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",?????????????????????? Venue caution: avoid vague tool claims without benchmark scope.
05_TCAD:paper_01,A Triple-Memristor Hopfield Neural Network With Space Multistructure Attractors and Space Initial-Offset Behaviors,TCAD,2023,Introduction,2,"Artificial neural networks have received a lot of attention for their design and research in an effort to imitate the structure and characteristics of the biological brain [3, 4].",BG,BG/CONTEXT,medium,05_TCAD\metadata\extracted_text_raw\paper_01.txt,"?????????????????????????? Venue cue: design automation, modeling, tool flow, or security mechanism with evaluation protocol.",?????????????????????? Venue caution: avoid vague tool claims without benchmark scope.
